timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-30T14:35:19,green-ai-tradeoff,63e412a5-cb28-45d2-96c5-1e17de04295d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,197.34857834399998,0.0003028796748667849,1.5347446503457085e-06,5.992495122964001,0.0,10.0,0.000319134061827027,0.0,0.000548153865766667,0.0008672879275936938,0.0,United States,USA,nevada,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.9,2,Intel(R) Xeon(R) CPU @ 2.20GHz,0,,-115.1372,36.175,12.671417236328125,machine,5.583756345177665,0,15.14517766497462,1.6065346190166958,N,1.0,0.0
2026-07-30T14:42:07,green-ai-tradeoff,7d435481-42a0-4669-ad49-672859bf7455,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,406.437206167,0.0006197515832030311,1.5248396893772143e-06,5.647190948093103,0.0,10.0,0.0006457204233160357,0.0,0.0011289218218444453,0.0017746422451604808,0.0,United States,USA,nevada,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.9,2,Intel(R) Xeon(R) CPU @ 2.20GHz,0,,-115.1372,36.175,12.671417236328125,machine,5.185185185185185,0,15.129876543209875,1.6028753398377218,N,1.0,0.0
2026-07-30T14:49:22,green-ai-tradeoff,e73c9cf7-28fb-4478-8e2f-8b5ffe18b36b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,433.45192067999983,0.000661345363266574,1.5257640622033804e-06,5.801696207244716,0.0,10.0,0.0006897705342023623,0.0,0.001203974398611109,0.0018937449328134712,0.0,United States,USA,nevada,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.9,2,Intel(R) Xeon(R) CPU @ 2.20GHz,0,,-115.1372,36.175,12.671417236328125,machine,7.060185185185185,0,15.4375,1.6415489867881492,N,1.0,0.0
2026-07-30T15:03:26,green-ai-tradeoff,775683b8-e98f-42d9-a57f-4ed19f3b6164,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,841.6909832900001,0.0012934694389306089,1.5367509746566346e-06,5.698859922526379,0.0,10.0,0.0013659177627522452,0.0,0.002337897719713886,0.0037038154824661305,0.0,United States,USA,nevada,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.9,2,Intel(R) Xeon(R) CPU @ 2.20GHz,0,,-115.1372,36.175,12.671417236328125,machine,4.7023809523809526,0,14.452619047619049,1.5174470674423945,N,1.0,0.0
